race_title,date,departure,arrival,class,distance,vertical_meters,startlist_quality,profile_score,temperature,race_ranking,winner_time,winner_speed,profile_image_url,url
Volta a Portugal em Bicicleta Santander 2021 Prologue,2021-08-04,Lisboa,Lisboa,2.1,5.4,6.0,52.0,0.0,,135.0,370,52.541,https://www.procyclingstats.com/images/profiles/ap/ea/volta-a-portugal-2021-prologue-profile-99fff4380a.jpg,https://www.procyclingstats.com/race/volta-a-portugal/2021/prologue
Olympic Games - ITT 2021 Time Trial,2021-07-28,Fuji International Speedway,Fuji International Speedway,Olympics,44.2,746.0,487.0,54.0,,35.0,3304,48.16,https://www.procyclingstats.com/images/profiles/ap/cf/olympic-games-itt-2021-result-profile-0b43810bc0.jpg,https://www.procyclingstats.com/race/olympic-games-itt/2021/result
National Championships France MU - ITT 2021 Time Trial,2021-07-28,Lorrez-le-Bocage-Préaux,Lorrez-le-Bocage-Préaux,NC,21.6,183.0,1.0,9.0,,358.0,1676,46.396,,https://www.procyclingstats.com/race/nc-france-itt-u23/2021/result
Tour de France 2021 Stage 20 (ITT),2021-07-17,Libourne,Saint-Émilion,2.UWT,30.8,246.0,1646.0,8.0,,1.0,2153,51.5,https://www.procyclingstats.com/images/profiles/ap/cb/tour-de-france-2021-stage-20-profile-1a0990a2a6.jpg,https://www.procyclingstats.com/race/tour-de-france/2021/stage-20
Tour de France 2021 Stage 5 (ITT),2021-06-30,Changé,Laval Espace Mayenne,2.UWT,27.2,356.0,1646.0,17.0,,1.0,1920,51.0,https://www.procyclingstats.com/images/profiles/ap/ee/tour-de-france-2021-stage-5-profile-b89e49b16a.jpg,https://www.procyclingstats.com/race/tour-de-france/2021/stage-5
National Championships Germany ME - ITT 2021 Time Trial,2021-06-19,Öschelbronn,Öschelbronn,NC,30.5,339.0,18.0,14.0,,181.0,2185,50.252,,https://www.procyclingstats.com/race/nc-germany-itt/2021/result
National Championships Austria ME - ITT 2021 Time Trial,2021-06-19,Kufstein,Kufstein,NC,27.7,,7.0,,,222.0,1961,50.852,,https://www.procyclingstats.com/race/nc-austria-itt/2021/result
National Championships Portugal ME - ITT 2021 Time Trial,2021-06-18,Vila Velha de Rodão,Vila Velha de Rodão,NC,30.5,343.0,52.0,18.0,,125.0,2180,50.367,,https://www.procyclingstats.com/race/nc-portugal/2021/result
National Championships Italy ME - ITT 2021 Time Trial,2021-06-18,,,NC,45.7,1167.0,39.0,117.0,,137.0,3520,46.739,,https://www.procyclingstats.com/race/nc-italy-itt/2021/result
National Championships Spain ME - ITT 2021 Time Trial,2021-06-18,Busot,Busot,NC,32.1,489.0,79.0,33.0,,109.0,2419,47.772,,https://www.procyclingstats.com/race/nc-spain-itt/2021/result
National Championships United States ME - ITT 2021 Time Trial,2021-06-17,Knoxville,Knoxville,NC,34.9,346.0,10.0,18.0,,199.0,2493,50.397,,https://www.procyclingstats.com/race/nc-usa-itt/2021/result
National Championships Russia ME - ITT 2021 Time Trial,2021-06-17,Penza,Penza,NC,40.0,,58.0,,,117.0,3468,41.522,,https://www.procyclingstats.com/race/nc-russia-itt/2021/result
National Championships Poland ME - ITT 2021 Time Trial,2021-06-17,Chmielno,Chmielno,NC,46.0,439.0,8.0,17.0,,211.0,3311,50.015,,https://www.procyclingstats.com/race/nc-poland-itt/2021/result
National Championships Colombia ME - ITT 2021 Time Trial,2021-06-17,La Virginia,La Virginia,NC,38.7,139.0,4.0,1.0,,250.0,2609,53.4,,https://www.procyclingstats.com/race/nc-colombia-itt/2021/result
National Championships France ME - ITT 2021 Time Trial,2021-06-17,Thaon-les-Vosges,Épinal,NC,45.6,449.0,54.0,16.0,,123.0,3316,49.505,,https://www.procyclingstats.com/race/nc-france-itt/2021/result
National Championships Slovenia ME - ITT 2021 Time Trial,2021-06-17,Koper,Koper,NC,31.5,365.0,54.0,24.0,,120.0,2227,50.921,,https://www.procyclingstats.com/race/nc-slovenia-itt/2021/result
National Championships Czech Republic ME - ITT 2021 Time Trial,2021-06-17,Podluzany,Podluzany,NC,40.0,220.0,11.0,2.0,,194.0,2888,49.861,,https://www.procyclingstats.com/race/nc-czech-republic-itt/2021/result
National Championships Denmark ME - ITT 2021 Time Trial,2021-06-17,Give,Give,NC,47.8,499.0,31.0,6.0,,147.0,3454,49.82,,https://www.procyclingstats.com/race/nc-denmark-itt/2021/result
National Championships Norway ME - ITT 2021 Time Trial,2021-06-17,Evje,Evje,NC,50.22,389.0,16.0,8.0,,186.0,3414,52.956,,https://www.procyclingstats.com/race/nc-norway-itt/2021/result
National Championships Netherlands ME - ITT 2021 Time Trial,2021-06-16,Emmen,Emmen,NC,29.6,143.0,25.0,2.0,,157.0,2166,49.197,,https://www.procyclingstats.com/race/nc-netherlands-itt/2021/result
National Championships Switzerland ME - ITT 2021 Time Trial,2021-06-16,Le Chalet-à-Gobet,Le Chalet-à-Gobet,NC,39.6,569.0,44.0,32.0,,124.0,2908,49.023,,https://www.procyclingstats.com/race/nc-switzerland-itt/2021/result
National Championships Belgium ME - ITT 2021 Time Trial,2021-06-16,Ingelmunster,Ingelmunster,NC,37.6,94.0,63.0,0.0,,116.0,2688,50.357,,https://www.procyclingstats.com/race/nc-belgium-itt/2021/result
National Championships Netherlands U23 - ITT 2021 Time Trial,2021-06-16,Emmen,Emmen,NC,29.6,143.0,3.0,2.0,,265.0,2236,47.657,,https://www.procyclingstats.com/race/nc-netherlands-tt-espoirs/2021/result
Tour de Suisse 2021 Stage 7 (ITT),2021-06-12,Disentis Sedrun,Andermatt,2.UWT,23.2,654.0,670.0,85.0,,21.0,2162,38.631,https://www.procyclingstats.com/images/profiles/ap/ed/tour-de-suisse-2021-stage-7-profile-c18c565cb7.jpg,https://www.procyclingstats.com/race/tour-de-suisse/2021/stage-7
National Championships Panama ME - ITT 2021 Time Trial,2021-06-11,Zanguenga,Cerro Cama,NC,25.8,,3.0,,,260.0,2040,45.529,,https://www.procyclingstats.com/race/nc-panama-itt/2021/result
Baloise Belgium Tour 2021 Stage 2 (ITT),2021-06-10,Knokke-Heist,Knokke-Heist,2.Pro,11.2,6.0,397.0,0.0,,41.0,720,56.0,https://www.procyclingstats.com/images/profiles/ap/fb/tour-of-belgium-2021-stage-2-profile-fcdddbeb19.jpg,https://www.procyclingstats.com/race/tour-of-belgium/2021/stage-2
Tour de Suisse 2021 Stage 1 (ITT),2021-06-06,Frauenfeld,Frauenfeld,2.UWT,10.9,36.0,670.0,0.0,,21.0,720,54.5,https://www.procyclingstats.com/images/profiles/ap/fb/tour-de-suisse-2021-stage-1-profile-052caa2fcc.jpg,https://www.procyclingstats.com/race/tour-de-suisse/2021/stage-1
Critérium du Dauphiné 2021 Stage 4 (ITT),2021-06-02,Firminy,Roche-La-Molière,2.UWT,16.4,317.0,790.0,29.0,,15.0,1296,45.556,https://www.procyclingstats.com/images/profiles/ap/cb/dauphine-2021-stage-4-profile-9122f14587.jpg,https://www.procyclingstats.com/race/dauphine/2021/stage-4
Volta ao Algarve em Bicicleta 2021 Stage 4 (ITT),2021-05-08,Lagoa,Lagoa,2.Pro,20.3,237.0,302.0,16.0,,48.0,1432,51.034,https://www.procyclingstats.com/images/profiles/ap/ed/volta-ao-algarve-2021-stage-4-profile-0f25e5fde2.jpg,https://www.procyclingstats.com/race/volta-ao-algarve/2021/stage-4
Giro d'Italia 2021 Stage 1 (ITT),2021-05-08,Turin,Turin,2.UWT,8.6,48.0,885.0,1.0,,11.0,527,58.748,https://www.procyclingstats.com/images/profiles/ap/ab/giro-d-italia-2021-stage-1-profile-n2-421e134e54.jpg,https://www.procyclingstats.com/race/giro-d-italia/2021/stage-1
Tour du Rwanda 2021 Stage 7 (ITT),2021-05-08,Kigali ,Kwa Mutwe,2.1,4.5,108.0,39.0,12.0,,109.0,387,41.86,https://www.procyclingstats.com/images/profiles/ap/fb/tour-of-rwanda-2021-stage-7-profile-f9808b80fe.jpg,https://www.procyclingstats.com/race/tour-of-rwanda/2021/stage-7
Tour de Romandie 2021 Prologue,2021-04-27,Oron,Oron,2.UWT,4.05,82.0,560.0,12.0,,28.0,326,44.724,https://www.procyclingstats.com/images/profiles/ap/ba/tour-de-romandie-2021-stage-1-profile-n2-385fe10ef6.jpg,https://www.procyclingstats.com/race/tour-de-romandie/2021/prologue
Volta a la Comunitat Valenciana 2021 Stage 4 (ITT),2021-04-17,Xilxes,Playa Almenara,2.Pro,14.3,59.0,207.0,0.0,,61.0,972,52.963,https://www.procyclingstats.com/images/profiles/ap/ca/vuelta-a-la-comunidad-valenciana-2021-stage-4-profile-5f234ea026.jpg,https://www.procyclingstats.com/race/vuelta-a-la-comunidad-valenciana/2021/stage-4
Itzulia Basque Country 2021 Stage 1 (ITT),2021-04-05,Bilbao,Bilbao,2.UWT,13.89,318.0,936.0,34.0,,7.0,1037,48.22,https://www.procyclingstats.com/images/profiles/ap/bb/itzulia-basque-country-2021-stage-1-profile-93b4bd5d7c.jpg,https://www.procyclingstats.com/race/itzulia-basque-country/2021/stage-1
Volta Ciclista a Catalunya 2021 Stage 2 (ITT),2021-03-23,Banyoles,Banyoles,2.UWT,18.5,198.0,772.0,12.0,,10.0,1347,49.443,https://www.procyclingstats.com/images/profiles/ap/bb/volta-a-catalunya-2021-stage-2-profile-n2-a0bcdc9f60.jpg,https://www.procyclingstats.com/race/volta-a-catalunya/2021/stage-2
National Championships South Africa ME - ITT 2021 Time Trial,2021-03-19,Swellendam,Swellendam,NC,40.0,621.0,8.0,45.0,,165.0,3084,46.693,,https://www.procyclingstats.com/race/nc-south-africa-itt/2021/result
Paris - Nice 2021 Stage 3 (ITT),2021-03-09,Gien,Gien,2.UWT,14.4,102.0,1044.0,13.0,,4.0,1054,49.184,https://www.procyclingstats.com/images/profiles/ap/ed/paris-nice-2021-stage-3-profile-be77e1b002.jpg,https://www.procyclingstats.com/race/paris-nice/2021/stage-3
African Continental Championships ME - ITT 2021 Time Trial,2021-03-03,Cairo,Cairo,CC,42.0,,9.0,77.0,,160.0,3371,44.853,https://www.procyclingstats.com/images/profiles/ap/ee/african-continental-championships-itt-2021-profile-22da44d3e2.jpg,https://www.procyclingstats.com/race/african-continental-championships-itt/2021/result
UAE Tour 2021 Stage 2 (ITT),2021-02-22,Al Hudayriat Island,Al Hudayriat Island,2.UWT,13.0,94.0,755.0,0.0,,10.0,836,55.981,https://www.procyclingstats.com/images/profiles/ap/ec/uae-tour-2021-stage-2-profile-ce41e08df9.jpg,https://www.procyclingstats.com/race/uae-tour/2021/stage-2
National Championships New Zealand MU - ITT 2021 Time Trial,2021-02-12,Roto-o-Rangi,Roto-o-Rangi,NC,44.2,,1.0,,,259.0,3247,49.005,,https://www.procyclingstats.com/race/nc-new-zealand-itt-u23/2021/result
National Championships Australia ME - ITT 2021 Time Trial,2021-02-03,Ballarat,Ballarat,NC,37.5,,8.0,,,170.0,2760,48.913,,https://www.procyclingstats.com/race/australian-open-road-championships-itt/2021/result
National Championships Venezuela ME - ITT 2020 Time Trial,2020-11-16,Valencia,Valencia,NC,26.0,,1.0,,,266.0,1959,47.779,,https://www.procyclingstats.com/race/nc-venezuela-itt/2020/result
La Vuelta ciclista a España 2020 Stage 13 (ITT),2020-11-03,Muros,Mirador de Ézaro,2.UWT,33.7,536.0,692.0,65.0,,14.0,2799,43.344,https://www.procyclingstats.com/images/profiles/ap/ab/vuelta-a-espana-2020-stage-13-profile-n2-ceb633f07c.jpg,https://www.procyclingstats.com/race/vuelta-a-espana/2020/stage-13
National Championships France MU - ITT 2020 Time Trial,2020-10-22,Gray,Gray,NC,31.3,231.0,0.0,5.0,,542.0,2307,48.843,,https://www.procyclingstats.com/race/nc-france-itt-u23/2020/result
Giro d'Italia 2020 Stage 14 (ITT),2020-10-17,Conegliano,Valdobbiadene,2.UWT,34.1,716.0,765.0,63.0,,8.0,2560,47.953,https://www.procyclingstats.com/images/profiles/ap/af/giro-d-italia-2020-stage-14-profile-b9efe4095a.jpg,https://www.procyclingstats.com/race/giro-d-italia/2020/stage-14
National Championships Panama ME - ITT 2020 Time Trial,2020-10-16,,,NC,31.5,,0.0,,,268.0,2689,42.172,,https://www.procyclingstats.com/race/nc-panama-itt/2020/result
Giro d'Italia 2020 Stage 1 (ITT),2020-10-03,Monreale,Palermo,2.UWT,15.1,74.0,765.0,6.0,,8.0,924,58.831,https://www.procyclingstats.com/images/profiles/ap/bc/giro-d-italia-2020-stage-1-profile-n3-0bb2c3a21b.jpg,https://www.procyclingstats.com/race/giro-d-italia/2020/stage-1
National Championships Denmark ME - ITT 2020 Time Trial,2020-10-03,Skælskør,Skælskør,NC,44.0,120.0,13.0,0.0,,176.0,3159,50.142,,https://www.procyclingstats.com/race/nc-denmark-itt/2020/result
BinckBank Tour 2020 Stage 4 (ITT),2020-10-02,Riemst,Riemst,2.UWT,8.14,178.0,469.0,11.0,,23.0,599,48.922,https://www.procyclingstats.com/images/profiles/ap/bc/binckbank-tour-2020-stage-4-profile-n2-1c9859c231.jpg,https://www.procyclingstats.com/race/renewi-tour/2020/stage-4
Volta a Portugal em Bicicleta Edição Especial 2020 Prologue,2020-09-27,Fafe,Fafe,2.1,7.0,132.0,53.0,22.0,,116.0,579,43.523,https://www.procyclingstats.com/images/profiles/ap/fd/volta-a-portugal-2020-stage-4-profile-31ad41ef78.jpg,https://www.procyclingstats.com/race/volta-a-portugal/2020/prologue
World Championships ME - ITT 2020 Time Trial,2020-09-25,Imola,Imola,WC,31.7,384.0,185.0,28.0,,59.0,2154,52.981,https://www.procyclingstats.com/images/profiles/ap/ac/world-championship-itt-2020-result-profile-7fe2e8e33c.jpg,https://www.procyclingstats.com/race/world-championship-itt/2020/result
Tour de France 2020 Stage 20 (ITT),2020-09-19,Lure,La Planche des Belles Filles,2.UWT,36.2,962.0,1662.0,135.0,,1.0,3355,38.844,https://www.procyclingstats.com/images/profiles/ap/fd/tour-de-france-2020-stage-20-profile-n2-edebcaa25e.jpg,https://www.procyclingstats.com/race/tour-de-france/2020/stage-20
Okolo Slovenska / Tour de Slovaquie 2020 Stage 1b (ITT),2020-09-16,Žilina,Žilina,2.1,7.1,69.0,93.0,6.0,,88.0,475,53.811,https://www.procyclingstats.com/images/profiles/ap/be/okolo-slovenska-2020-stage-1b-profile-e7d0e968b7.jpg,https://www.procyclingstats.com/race/okolo-slovenska/2020/stage-1b
National Championships Spain MJ - ITT 2020 Time Trial,2020-09-04,Llucmajor,Llucmajor,NC,21.6,,0.0,,,,1571,49.497,,https://www.procyclingstats.com/race/nc-spain-mj-itt/2020/result
Tour Poitou-Charentes en Nouvelle Aquitaine 2020 Stage 3b (ITT),2020-08-29,Futuroscope ,Jaunay-Marigny,2.1,22.5,227.0,144.0,1.0,,79.0,1561,51.89,https://www.procyclingstats.com/images/profiles/ap/af/tour-du-poitou-charentes-et-de-la-vienne-2020-stage-3b-profile-dbaee18f4c.jpg,https://www.procyclingstats.com/race/tour-du-poitou-charentes-et-de-la-vienne/2020/stage-3b
European Continental Championships MU - ITT 2020 Time Trial,2020-08-24,Plouay,Plouay,CC,25.6,312.0,6.0,,,210.0,1858,49.602,https://www.procyclingstats.com/images/profiles/ap/bc/european-championships-itt-u23-2020-map-d38ee6a269.jpg,https://www.procyclingstats.com/race/european-continental-championships-u23-itt/2020/result
European Continental Championships MJ - ITT 2020 Time Trial,2020-08-24,Plouay,Plouay,CC,25.6,312.0,0.0,,,,1959,47.044,https://www.procyclingstats.com/images/profiles/ap/ea/european-championship-itt-mj-2020-map-4c6de9677c.jpg,https://www.procyclingstats.com/race/european-championship-itt-mj/2020/result
European Continental Championships ME - ITT 2020 Time Trial,2020-08-24,Plouay,Plouay,CC,25.6,312.0,66.0,,,109.0,1818,50.693,https://www.procyclingstats.com/images/profiles/ap/aa/uec-road-european-championships-itt-2020-map-7566c01986.jpg,https://www.procyclingstats.com/race/uec-road-european-championships-itt/2020/result
National Championships Austria ME - ITT 2020 Time Trial,2020-08-22,Lutzmannsburg,Lutzmannsburg,NC,28.5,,5.0,,,203.0,2144,47.854,,https://www.procyclingstats.com/race/nc-austria-itt/2020/result
National Championships Spain ME - ITT 2020 Time Trial,2020-08-21,Cazorla,La Iruela,NC,45.3,992.0,36.0,98.0,,128.0,3812,42.781,https://www.procyclingstats.com/images/profiles/ap/cf/nc-spain-itt-2020-map-n2-924e2ab452.jpg,https://www.procyclingstats.com/race/nc-spain-itt/2020/result
National Championships Italy ME - ITT 2020 Time Trial,2020-08-21,Bassano del Grappa,Cittadella,NC,38.8,211.0,19.0,12.0,,141.0,2700,51.733,,https://www.procyclingstats.com/race/nc-italy-itt/2020/result
National Championships France ME - ITT 2020 Time Trial,2020-08-21,Locminé,Grand-Champ,NC,43.6,526.0,29.0,15.0,,141.0,3282,47.824,https://www.procyclingstats.com/images/profiles/ap/fd/nc-france-itt-2020-map-57bcc42978.jpg,https://www.procyclingstats.com/race/nc-france-itt/2020/result
National Championships Luxembourg ME - ITT 2020 Time Trial,2020-08-20,Mamer,Mamer,NC,21.0,318.0,6.0,26.0,,202.0,1579,47.878,,https://www.procyclingstats.com/race/nc-luxembourg-itt/2020/result
National Championships Poland ME - ITT 2020 Time Trial,2020-08-20,Busko Zdrój,Busko Zdrój,NC,42.5,173.0,6.0,0.0,,202.0,2946,51.935,,https://www.procyclingstats.com/race/nc-poland-itt/2020/result
National Championships Belgium ME - ITT 2020 Time Trial,2020-08-20,Koksijde,Koksijde,NC,42.1,34.0,27.0,0.0,,115.0,3010,50.352,,https://www.procyclingstats.com/race/nc-belgium-itt/2020/result
National Championships Czech Republic ME - ITT 2020 Time Trial,2020-08-20,Mlada Boleslav,Mlada Boleslav,NC,40.0,252.0,7.0,3.0,,193.0,2772,51.948,,https://www.procyclingstats.com/race/nc-czech-republic-itt/2020/result
National Championships Romania ME - ITT 2020 Time Trial,2020-08-15,Brănișca,Brănișca,NC,30.0,,8.0,,,211.0,2044,52.838,,https://www.procyclingstats.com/race/nc-romania-itt/2020/result
National Championships Portugal ME - ITT 2020 Time Trial,2020-08-14,Gandra,Baltar,NC,18.1,283.0,23.0,22.0,,141.0,1425,45.726,,https://www.procyclingstats.com/race/nc-portugal/2020/result
Sibiu Cycling Tour 2020 Stage 3a (ITT),2020-07-26,Curmătura Ștezii,Arena Platos,2.1,12.5,906.0,118.0,24.0,,91.0,1571,28.644,https://www.procyclingstats.com/images/profiles/ap/ad/sibiu-cycling-tour-2020-stage-3a-finish-ca9c8c5a34.jpg,https://www.procyclingstats.com/race/sibiu-cycling-tour/2020/stage-3a
National Championships Norway ME - ITT 2020 Time Trial,2020-07-25,Langangen,Langangen,NC,35.0,493.0,6.0,20.0,,265.0,2523,49.941,,https://www.procyclingstats.com/race/nc-norway-itt/2020/result
National Championships Sweden ME - ITT 2020 Time Trial,2020-07-25,Lekeyrd,Lekeyrd,NC,32.0,,3.0,,,283.0,2315,49.762,,https://www.procyclingstats.com/race/nc-sweden-itt/2020/result
Sibiu Cycling Tour 2020 Prologue,2020-07-23,Sibiu,Sibiu,2.1,2.5,11.0,118.0,0.0,,91.0,214,42.056,https://www.procyclingstats.com/images/profiles/ap/fc/sibiu-cycling-tour-2020-prologue-profile-c086391ec1.jpg,https://www.procyclingstats.com/race/sibiu-cycling-tour/2020/prologue
National Championships Switzerland ME - ITT 2020 Time Trial,2020-07-12,Belp,Belp,NC,30.3,142.0,28.0,7.0,,159.0,2256,48.351,,https://www.procyclingstats.com/race/nc-switzerland-itt/2020/result
National Championships Switzerland MU - ITT 2020 Time Trial,2020-07-12,Belp,Belp,NC,20.2,94.0,1.0,5.0,,380.0,1555,46.765,,https://www.procyclingstats.com/race/nc-switzerland-u23-itt/2020/result
National Championships Slovenia ME - ITT 2020 Time Trial,2020-06-28,Zgornje Gorje,Pokljuka,NC,15.7,749.0,110.0,117.0,,108.0,1870,30.225,https://www.procyclingstats.com/images/profiles/ap/be/nc-slovenia-itt-2020-result-profile-ec4f061260.jpg,https://www.procyclingstats.com/race/nc-slovenia-itt/2020/result
Paris - Nice 2020 Stage 4 (ITT),2020-03-11,Saint-Amand-Montrond,Saint-Amand-Montrond,2.UWT,15.1,225.0,1082.0,19.0,,6.0,1131,48.064,https://www.procyclingstats.com/images/profiles/ap/fb/paris-nice-2020-stage-4-profile-f14d97a47e.jpg,https://www.procyclingstats.com/race/paris-nice/2020/stage-4
Tour du Rwanda 2020 Stage 7 (ITT),2020-02-29,Kigali ,Kwa Mutwe,2.1,4.5,106.0,44.0,12.0,,205.0,392,41.327,https://www.procyclingstats.com/images/profiles/ap/ea/tour-of-rwanda-2020-stage-7-profile-32f9e12a02.jpg,https://www.procyclingstats.com/race/tour-of-rwanda/2020/stage-7
National Championships New Zealand MU - ITT 2020 Time Trial,2020-02-14,Cambridge,Cambridge,NC,39.0,,0.0,,,697.0,2885,48.666,,https://www.procyclingstats.com/race/nc-new-zealand-itt-u23/2020/result
National Championships South Africa ME - ITT 2020 Time Trial,2020-02-07,Byde River Canyon Lodge,Swadini Resort,NC,36.0,318.0,26.0,9.0,,315.0,2512,51.592,https://www.procyclingstats.com/images/profiles/ap/fb/nc-south-africa-itt-2020-result-profile-b9458cb8dc.jpg,https://www.procyclingstats.com/race/nc-south-africa-itt/2020/result
National Championships Colombia ME - ITT 2020 Time Trial,2020-01-30,Pesca,Pesca,NC,41.4,318.0,105.0,13.0,,159.0,2882,51.714,https://www.procyclingstats.com/images/profiles/ap/fc/nc-colombia-itt-2020-result-profile-958d51fb0a.jpg,https://www.procyclingstats.com/race/nc-colombia-itt/2020/result
Vuelta a San Juan Internacional 2020 Stage 3 (ITT),2020-01-28,Ullum,Punta Negra,2.Pro,15.5,201.0,276.0,19.0,,77.0,1156,48.27,https://www.procyclingstats.com/images/profiles/ap/eb/vuelta-ciclista-a-la-provincia-de-san-juan-2020-stage-3-profile-d5bb2d359d.jpg,https://www.procyclingstats.com/race/vuelta-ciclista-a-la-provincia-de-san-juan/2020/stage-3
National Championships Australia ME - ITT 2020 Time Trial,2020-01-08,Buninyong,Buninyong,NC,37.5,371.0,26.0,,,252.0,2778,48.596,https://www.procyclingstats.com/images/profiles/ap/ef/australian-open-road-championships-itt-2020-result-profile-f1fcd59e72.jpg,https://www.procyclingstats.com/race/australian-open-road-championships-itt/2020/result
